seqnames start end CI.start CI.end genoT deltaW filenames
chr18 7536611 7584380 7504736 7620464 wc-ww 69 zeid_RECQ5_UV300s_hoechst3_cluster15_well32_S522_.trimmed.mdup.bam.RData.17
chr20 26272129 26453594 26135531 28694844 cc-ww 95 zeid_RECQ5_UV300s_hoechst3_cluster15_well32_S522_.trimmed.mdup.bam.RData.18
chr20 29197146 29206897 29109963 29242624 ww-wc 63 zeid_RECQ5_UV300s_hoechst3_cluster15_well32_S522_.trimmed.mdup.bam.RData.19
chr20 30418209 30537205 30220112 30573890 wc-cc 44 zeid_RECQ5_UV300s_hoechst3_cluster15_well32_S522_.trimmed.mdup.bam.RData.20
chr21 10352545 10353417 10325669 10359363 cc-ww 121 zeid_RECQ5_UV300s_hoechst3_cluster15_well32_S522_.trimmed.mdup.bam.RData.21
chr21 10813567 12977947 10805644 13029616 ww-cc 139 zeid_RECQ5_UV300s_hoechst3_cluster15_well32_S522_.trimmed.mdup.bam.RData.22
chr22 16033596 16035761 11950591 16094519 wc-cc 72 zeid_RECQ5_UV300s_hoechst3_cluster15_well32_S522_.trimmed.mdup.bam.RData.23
chr22 23280083 23297918 23149554 23371378 cc-ww 153 zeid_RECQ5_UV300s_hoechst3_cluster15_well32_S522_.trimmed.mdup.bam.RData.24
chrX 77045273 77050563 77025416 77133060 wc-ww 72 zeid_RECQ5_UV300s_hoechst3_cluster15_well32_S522_.trimmed.mdup.bam.RData.25
chr1 146028470 146382023 145895857 147050989 ww-cc 105 zeid_RECQ5_UV300s_hoechst3_cluster15_well37_S527_.trimmed.mdup.bam.RData.1
chr1 149070817 149085202 148427943 149897369 cc-ww 125 zeid_RECQ5_UV300s_hoechst3_cluster15_well37_S527_.trimmed.mdup.bam.RData.2
chr4 85431986 85437133 85330375 85524026 cc-wc 70 zeid_RECQ5_UV300s_hoechst3_cluster15_well37_S527_.trimmed.mdup.bam.RData.3
chr7 64416470 64528618 64346323 65342885 ww-wc 39 zeid_RECQ5_UV300s_hoechst3_cluster15_well37_S527_.trimmed.mdup.bam.RData.4
chr7 66304001 66473042 65367966 66561215 wc-ww 39 zeid_RECQ5_UV300s_hoechst3_cluster15_well37_S527_.trimmed.mdup.bam.RData.5
chr9 38533504 38539824 38456214 40881764 ww-wc 48 zeid_RECQ5_UV300s_hoechst3_cluster15_well37_S527_.trimmed.mdup.bam.RData.6
chr9 68351687 68367480 67407090 68448915 wc-ww 44 zeid_RECQ5_UV300s_hoechst3_cluster15_well37_S527_.trimmed.mdup.bam.RData.7
chr9 131117381 131123143 130993589 131152780 ww-wc 77 zeid_RECQ5_UV300s_hoechst3_cluster15_well37_S527_.trimmed.mdup.bam.RData.8
chr11 78352296 78391435 78242314 78442937 cc-wc 64 zeid_RECQ5_UV300s_hoechst3_cluster15_well37_S527_.trimmed.mdup.bam.RData.9
chr12 62506124 62518739 62388032 63151783 ww-wc 89 zeid_RECQ5_UV300s_hoechst3_cluster15_well37_S527_.trimmed.mdup.bam.RData.10
chr12 64110845 64116900 63653779 64160819 wc-ww 100 zeid_RECQ5_UV300s_hoechst3_cluster15_well37_S527_.trimmed.mdup.bam.RData.11
chr13 18950975 18976656 17840594 19058261 wc-ww 56 zeid_RECQ5_UV300s_hoechst3_cluster15_well37_S527_.trimmed.mdup.bam.RData.12
chr14 20544772 20555100 19897629 20598823 wc-cc 57 zeid_RECQ5_UV300s_hoechst3_cluster15_well37_S527_.trimmed.mdup.bam.RData.13
chr14 81518289 81544277 81442402 81632365 cc-wc 69 zeid_RECQ5_UV300s_hoechst3_cluster15_well37_S527_.trimmed.mdup.bam.RData.14
chr15 22298878 22839050 22248316 22892550 wc-ww 58 zeid_RECQ5_UV300s_hoechst3_cluster15_well37_S527_.trimmed.mdup.bam.RData.15
chr15 72626095 72629301 72592384 72690818 ww-cc 65 zeid_RECQ5_UV300s_hoechst3_cluster15_well37_S527_.trimmed.mdup.bam.RData.16
chr15 72753636 72755255 72679843 72887206 cc-wc 46 zeid_RECQ5_UV300s_hoechst3_cluster15_well37_S527_.trimmed.mdup.bam.RData.17
chr15 73799573 73815759 73527005 73959922 wc-cc 46 zeid_RECQ5_UV300s_hoechst3_cluster15_well37_S527_.trimmed.mdup.bam.RData.18
chr15 74045272 74058270 73908693 74138605 cc-wc 73 zeid_RECQ5_UV300s_hoechst3_cluster15_well37_S527_.trimmed.mdup.bam.RData.19
chr16 34170409 34572790 34098719 34586843 cc-ww 128 zeid_RECQ5_UV300s_hoechst3_cluster15_well37_S527_.trimmed.mdup.bam.RData.20
chr16 46401485 46433863 46399457 46586973 ww-cc 124 zeid_RECQ5_UV300s_hoechst3_cluster15_well37_S527_.trimmed.mdup.bam.RData.21
chr17 26771168 26785025 26619530 26939407 ww-cc 30 zeid_RECQ5_UV300s_hoechst3_cluster15_well37_S527_.trimmed.mdup.bam.RData.22
chr17 26885831 27127654 26867864 27422707 cc-ww 28 zeid_RECQ5_UV300s_hoechst3_cluster15_well37_S527_.trimmed.mdup.bam.RData.23
chr21 10419323 10427322 10353698 10429862 ww-cc 64 zeid_RECQ5_UV300s_hoechst3_cluster15_well37_S527_.trimmed.mdup.bam.RData.24
chr21 10813641 12991155 10802724 13304806 cc-ww 103 zeid_RECQ5_UV300s_hoechst3_cluster15_well37_S527_.trimmed.mdup.bam.RData.25
chr22 23274420 23296685 23257121 23347357 wc-ww 84 zeid_RECQ5_UV300s_hoechst3_cluster15_well37_S527_.trimmed.mdup.bam.RData.26
chr1 146571654 146593884 145971861 146899387 ww-cc 130 zeid_RECQ5_UV300s_hoechst3_cluster15_well38_S528_.trimmed.mdup.bam.RData.1
chr1 148534524 148924336 148373441 149241137 cc-ww 144 zeid_RECQ5_UV300s_hoechst3_cluster15_well38_S528_.trimmed.mdup.bam.RData.2
chr2 45020822 45027037 44916377 45116804 ww-wc 64 zeid_RECQ5_UV300s_hoechst3_cluster15_well38_S528_.trimmed.mdup.bam.RData.3
chr6 13567457 13695388 13512856 13755072 wc-cc 72 zeid_RECQ5_UV300s_hoechst3_cluster15_well38_S528_.trimmed.mdup.bam.RData.4
chr6 153019513 153061227 152975853 153132196 cc-wc 69 zeid_RECQ5_UV300s_hoechst3_cluster15_well38_S528_.trimmed.mdup.bam.RData.5
chr7 57591713 57643727 57526049 57746334 ww-wc 81 zeid_RECQ5_UV300s_hoechst3_cluster15_well38_S528_.trimmed.mdup.bam.RData.6
chr9 98594750 98632428 98392678 138199406 wc-cc 29 zeid_RECQ5_UV300s_hoechst3_cluster15_well38_S528_.trimmed.mdup.bam.RData.7
chr9 98728743 98730364 98594678 98756228 cc-wc 37 zeid_RECQ5_UV300s_hoechst3_cluster15_well38_S528_.trimmed.mdup.bam.RData.8
chr11 50039705 50044482 49823147 50241345 cc-ww 26 zeid_RECQ5_UV300s_hoechst3_cluster15_well38_S528_.trimmed.mdup.bam.RData.9
chr11 50366216 50375011 50330039 50494746 ww-cc 34 zeid_RECQ5_UV300s_hoechst3_cluster15_well38_S528_.trimmed.mdup.bam.RData.10
chr12 15998711 15999466 15832527 16082305 wc-ww 83 zeid_RECQ5_UV300s_hoechst3_cluster15_well38_S528_.trimmed.mdup.bam.RData.11
chr12 62776377 62818027 62691140 62941558 ww-cc 118 zeid_RECQ5_UV300s_hoechst3_cluster15_well38_S528_.trimmed.mdup.bam.RData.12
chr12 63855747 63879657 63802326 63926399 cc-ww 124 zeid_RECQ5_UV300s_hoechst3_cluster15_well38_S528_.trimmed.mdup.bam.RData.13
chr13 18732847 18735437 18184477 18897625 wc-cc 70 zeid_RECQ5_UV300s_hoechst3_cluster15_well38_S528_.trimmed.mdup.bam.RData.14
chr15 22244027 22245931 20683521 22266464 wc-ww 60 zeid_RECQ5_UV300s_hoechst3_cluster15_well38_S528_.trimmed.mdup.bam.RData.15
chr15 74076071 74100205 74028551 74125198 ww-wc 72 zeid_RECQ5_UV300s_hoechst3_cluster15_well38_S528_.trimmed.mdup.bam.RData.16
chr15 89385551 89419903 89308659 89441437 wc-ww 71 zeid_RECQ5_UV300s_hoechst3_cluster15_well38_S528_.trimmed.mdup.bam.RData.17
chr17 29887025 29924384 29810222 29944894 ww-wc 73 zeid_RECQ5_UV300s_hoechst3_cluster15_well38_S528_.trimmed.mdup.bam.RData.18
chr18 1441158 1451931 741919 1533907 ww-wc 39 zeid_RECQ5_UV300s_hoechst3_cluster15_well38_S528_.trimmed.mdup.bam.RData.19
chr19 24406263 24414562 24385794 27274863 wc-cc 60 zeid_RECQ5_UV300s_hoechst3_cluster15_well38_S528_.trimmed.mdup.bam.RData.20
chr21 12997230 13056423 12980612 13106335 wc-ww 86 zeid_RECQ5_UV300s_hoechst3_cluster15_well38_S528_.trimmed.mdup.bam.RData.21
chr2 23633535 23654294 23518114 23790181 cc-wc 75 zeid_RECQ5_UV300s_hoechst3_cluster15_well39_S529_.trimmed.mdup.bam.RData.1
chr2 73139815 73169830 69643994 73421583 wc-cc 75 zeid_RECQ5_UV300s_hoechst3_cluster15_well39_S529_.trimmed.mdup.bam.RData.2
chr4 3372555 3429471 3260366 3513850 wc-ww 77 zeid_RECQ5_UV300s_hoechst3_cluster15_well39_S529_.trimmed.mdup.bam.RData.3
chr5 163149519 163209022 162868898 163298919 ww-wc 72 zeid_RECQ5_UV300s_hoechst3_cluster15_well39_S529_.trimmed.mdup.bam.RData.4
chr8 98147792 98158788 98099114 98215491 wc-cc 47 zeid_RECQ5_UV300s_hoechst3_cluster15_well39_S529_.trimmed.mdup.bam.RData.5
chr8 98283019 98291233 98224119 98881951 cc-wc 42 zeid_RECQ5_UV300s_hoechst3_cluster15_well39_S529_.trimmed.mdup.bam.RData.6
chr8 124329464 124402299 124135431 124464788 wc-cc 44 zeid_RECQ5_UV300s_hoechst3_cluster15_well39_S529_.trimmed.mdup.bam.RData.7
chr8 129049958 129099802 128988979 129125625 cc-wc 60 zeid_RECQ5_UV300s_hoechst3_cluster15_well39_S529_.trimmed.mdup.bam.RData.8
chr9 32755619 32774597 32705535 32826733 ww-wc 83 zeid_RECQ5_UV300s_hoechst3_cluster15_well39_S529_.trimmed.mdup.bam.RData.9
chr10 104808964 104873488 104727828 104970534 wc-cc 90 zeid_RECQ5_UV300s_hoechst3_cluster15_well39_S529_.trimmed.mdup.bam.RData.10
chr11 32802301 32857514 32752089 32921195 ww-wc 85 zeid_RECQ5_UV300s_hoechst3_cluster15_well39_S529_.trimmed.mdup.bam.RData.11
chr11 72315504 72330714 68618570 77727863 wc-ww 76 zeid_RECQ5_UV300s_hoechst3_cluster15_well39_S529_.trimmed.mdup.bam.RData.12
chr12 57881520 57925013 57722431 58076529 wc-ww 84 zeid_RECQ5_UV300s_hoechst3_cluster15_well39_S529_.trimmed.mdup.bam.RData.13
chr12 62900317 62903920 62771984 62998570 ww-wc 68 zeid_RECQ5_UV300s_hoechst3_cluster15_well39_S529_.trimmed.mdup.bam.RData.14
chr18 70043335 70055893 69991135 70254443 ww-wc 76 zeid_RECQ5_UV300s_hoechst3_cluster15_well39_S529_.trimmed.mdup.bam.RData.15
chr1 102767305 102997543 102563651 103383107 wc-cc 63 zeid_RECQ5_UV300s_hoechst3_cluster15_well41_S531_.trimmed.mdup.bam.RData.1
chr2 80813083 81631755 80004904 81870667 cc-wc 61 zeid_RECQ5_UV300s_hoechst3_cluster15_well41_S531_.trimmed.mdup.bam.RData.2
chr2 212921747 212973129 211519686 213407063 wc-ww 57 zeid_RECQ5_UV300s_hoechst3_cluster15_well41_S531_.trimmed.mdup.bam.RData.3
chr4 146877477 148043439 146537892 149061868 ww-wc 45 zeid_RECQ5_UV300s_hoechst3_cluster15_well41_S531_.trimmed.mdup.bam.RData.4
chr11 78756614 78881921 78562372 79018627 wc-ww 63 zeid_RECQ5_UV300s_hoechst3_cluster15_well41_S531_.trimmed.mdup.bam.RData.5
chr14 58185077 58588583 58034139 59117688 cc-wc 65 zeid_RECQ5_UV300s_hoechst3_cluster15_well41_S531_.trimmed.mdup.bam.RData.6
chr17 47809619 47812824 47360499 48144083 wc-cc 66 zeid_RECQ5_UV300s_hoechst3_cluster15_well41_S531_.trimmed.mdup.bam.RData.7
chr1 146187730 146375371 146025799 146594727 cc-ww 152 zeid_WT_UV300s_hoechst3_cluster13_well10_S402_.trimmed.mdup.bam.RData.1
chr1 148700055 148855973 148435201 148944155 ww-cc 146 zeid_WT_UV300s_hoechst3_cluster13_well10_S402_.trimmed.mdup.bam.RData.2
chr2 89305299 89544405 89200578 89636325 cc-wc 62 zeid_WT_UV300s_hoechst3_cluster13_well10_S402_.trimmed.mdup.bam.RData.3
chr2 91560318 91566029 91523832 91751491 wc-cc 55 zeid_WT_UV300s_hoechst3_cluster13_well10_S402_.trimmed.mdup.bam.RData.4
chr2 95238594 95249016 95215597 95651947 cc-wc 39 zeid_WT_UV300s_hoechst3_cluster13_well10_S402_.trimmed.mdup.bam.RData.5
chr2 95711216 95743089 95485992 95828648 wc-cc 44 zeid_WT_UV300s_hoechst3_cluster13_well10_S402_.trimmed.mdup.bam.RData.6
chr2 109384538 109395457 109366515 110200377 cc-wc 43 zeid_WT_UV300s_hoechst3_cluster13_well10_S402_.trimmed.mdup.bam.RData.7
chr2 110365950 110664605 110200321 110692842 wc-cc 39 zeid_WT_UV300s_hoechst3_cluster13_well10_S402_.trimmed.mdup.bam.RData.8
chr4 172303439 172329845 172275676 172366723 ww-cc 157 zeid_WT_UV300s_hoechst3_cluster13_well10_S402_.trimmed.mdup.bam.RData.9
chr5 46323549 46324039 46301984 50143517 cc-wc 33 zeid_WT_UV300s_hoechst3_cluster13_well10_S402_.trimmed.mdup.bam.RData.10
chr5 50050045 50169949 49661612 50190710 wc-cc 32 zeid_WT_UV300s_hoechst3_cluster13_well10_S402_.trimmed.mdup.bam.RData.11
chr6 538358 548814 349558 560969 wc-cc 63 zeid_WT_UV300s_hoechst3_cluster13_well10_S402_.trimmed.mdup.bam.RData.12
chr7 57604675 57651134 57569255 57696326 ww-wc 55 zeid_WT_UV300s_hoechst3_cluster13_well10_S402_.trimmed.mdup.bam.RData.13
chr7 62405940 62554571 62386987 62569910 wc-ww 68 zeid_WT_UV300s_hoechst3_cluster13_well10_S402_.trimmed.mdup.bam.RData.14
chr7 65068908 65103083 64990776 65297156 ww-cc 70 zeid_WT_UV300s_hoechst3_cluster13_well10_S402_.trimmed.mdup.bam.RData.15
chr7 65626014 65627347 65453245 65803373 cc-ww 71 zeid_WT_UV300s_hoechst3_cluster13_well10_S402_.trimmed.mdup.bam.RData.16
chr8 15263121 15264579 15250418 15300355 wc-cc 65 zeid_WT_UV300s_hoechst3_cluster13_well10_S402_.trimmed.mdup.bam.RData.17
chr8 37462571 37483005 37448031 37493516 cc-wc 66 zeid_WT_UV300s_hoechst3_cluster13_well10_S402_.trimmed.mdup.bam.RData.18
chr9 45453497 60525193 45051941 60891691 ww-wc 71 zeid_WT_UV300s_hoechst3_cluster13_well10_S402_.trimmed.mdup.bam.RData.19
chr9 65462536 65464136 65436742 65509804 wc-ww 95 zeid_WT_UV300s_hoechst3_cluster13_well10_S402_.trimmed.mdup.bam.RData.20
chr9 130805378 130807994 130795939 130868959 ww-cc 145 zeid_WT_UV300s_hoechst3_cluster13_well10_S402_.trimmed.mdup.bam.RData.21
chr10 74817181 74821852 74761149 74873243 ww-cc 150 zeid_WT_UV300s_hoechst3_cluster13_well10_S402_.trimmed.mdup.bam.RData.22
chr11 49652684 49653989 49632603 50259588 cc-wc 58 zeid_WT_UV300s_hoechst3_cluster13_well10_S402_.trimmed.mdup.bam.RData.23
chr11 50341737 50372419 50259519 50387642 wc-cc 61 zeid_WT_UV300s_hoechst3_cluster13_well10_S402_.trimmed.mdup.bam.RData.24
chr12 62872601 62875870 62829773 62964465 ww-cc 152 zeid_WT_UV300s_hoechst3_cluster13_well10_S402_.trimmed.mdup.bam.RData.25
chr12 63863849 63872244 63829217 63994244 cc-ww 159 zeid_WT_UV300s_hoechst3_cluster13_well10_S402_.trimmed.mdup.bam.RData.26
chr13 18409308 18476381 18285210 18684763 ww-cc 104 zeid_WT_UV300s_hoechst3_cluster13_well10_S402_.trimmed.mdup.bam.RData.27
chr14 19947008 19958288 19918721 20002402 wc-ww 66 zeid_WT_UV300s_hoechst3_cluster13_well10_S402_.trimmed.mdup.bam.RData.28
chr15 20293225 20304975 19918835 20307287 cc-wc 46 zeid_WT_UV300s_hoechst3_cluster13_well10_S402_.trimmed.mdup.bam.RData.29
chr15 22295851 22589327 22284906 22637398 wc-cc 52 zeid_WT_UV300s_hoechst3_cluster13_well10_S402_.trimmed.mdup.bam.RData.30
chr15 60812636 60812927 60803847 60829790 cc-wc 84 zeid_WT_UV300s_hoechst3_cluster13_well10_S402_.trimmed.mdup.bam.RData.31
chr15 72626664 72678822 72608527 72681535 wc-cc 72 zeid_WT_UV300s_hoechst3_cluster13_well10_S402_.trimmed.mdup.bam.RData.32
chr15 74065967 74072828 74042598 74119995 cc-wc 82 zeid_WT_UV300s_hoechst3_cluster13_well10_S402_.trimmed.mdup.bam.RData.33
chr15 89347800 89351968 89339382 89369911 wc-cc 80 zeid_WT_UV300s_hoechst3_cluster13_well10_S402_.trimmed.mdup.bam.RData.34
chr16 21557856 21560628 21539773 21570156 cc-ww 137 zeid_WT_UV300s_hoechst3_cluster13_well10_S402_.trimmed.mdup.bam.RData.35
chr16 22637151 22640308 22365868 22651466 ww-wc 126 zeid_WT_UV300s_hoechst3_cluster13_well10_S402_.trimmed.mdup.bam.RData.36
chr16 22662662 22662925 22650446 22684437 wc-cc 126 zeid_WT_UV300s_hoechst3_cluster13_well10_S402_.trimmed.mdup.bam.RData.37
chr16 34264480 34571871 34226140 34573186 cc-ww 94 zeid_WT_UV300s_hoechst3_cluster13_well10_S402_.trimmed.mdup.bam.RData.38
chr16 46401600 46403130 46400969 46491659 ww-cc 149 zeid_WT_UV300s_hoechst3_cluster13_well10_S402_.trimmed.mdup.bam.RData.39
chr17 26797385 26822476 26771183 26885491 ww-wc 77 zeid_WT_UV300s_hoechst3_cluster13_well10_S402_.trimmed.mdup.bam.RData.40
chr17 27113282 27138345 26885561 27163935 wc-ww 66 zeid_WT_UV300s_hoechst3_cluster13_well10_S402_.trimmed.mdup.bam.RData.41
chr20 28513654 28557343 26533437 28567177 ww-cc 98 zeid_WT_UV300s_hoechst3_cluster13_well10_S402_.trimmed.mdup.bam.RData.42
chr20 29121134 29223200 29116352 29243495 cc-ww 84 zeid_WT_UV300s_hoechst3_cluster13_well10_S402_.trimmed.mdup.bam.RData.43
chr20 29874184 29882245 29857124 30168265 ww-wc 77 zeid_WT_UV300s_hoechst3_cluster13_well10_S402_.trimmed.mdup.bam.RData.44
chr20 30839399 30851108 30342514 30917589 wc-ww 80 zeid_WT_UV300s_hoechst3_cluster13_well10_S402_.trimmed.mdup.bam.RData.45
chr21 10332009 10345707 10330983 10353786 cc-ww 125 zeid_WT_UV300s_hoechst3_cluster13_well10_S402_.trimmed.mdup.bam.RData.46
chr21 10813812 12970845 10806461 12984254 ww-cc 140 zeid_WT_UV300s_hoechst3_cluster13_well10_S402_.trimmed.mdup.bam.RData.47
chr22 12641058 12641516 12624810 15328033 wc-cc 70 zeid_WT_UV300s_hoechst3_cluster13_well10_S402_.trimmed.mdup.bam.RData.48
chr22 15688360 15692427 12315270 24150954 cc-wc 67 zeid_WT_UV300s_hoechst3_cluster13_well10_S402_.trimmed.mdup.bam.RData.49
chr22 16021095 16023925 15461451 16043518 wc-cc 72 zeid_WT_UV300s_hoechst3_cluster13_well10_S402_.trimmed.mdup.bam.RData.50
chr22 23289828 23291782 23274346 23353851 cc-ww 141 zeid_WT_UV300s_hoechst3_cluster13_well10_S402_.trimmed.mdup.bam.RData.51
chr1 146186072 146372579 146005868 146864655 cc-ww 117 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.1
chr1 148559990 148820810 148439062 149216797 ww-cc 150 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.2
chr2 31950485 31963853 31932072 31994502 cc-wc 61 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.3
chr2 32569328 32598527 32406310 32634845 wc-cc 53 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.4
chr2 64319608 64327387 64295875 64566589 cc-wc 71 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.5
chr2 64979919 65013762 64895837 65049444 wc-cc 71 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.6
chr2 69617632 69631515 69595299 69652862 cc-wc 64 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.7
chr2 70359196 70366495 70336745 70421123 wc-cc 53 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.8
chr2 97972763 97989933 97925006 98358875 cc-wc 52 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.9
chr2 98641821 98646787 98550110 98690203 wc-cc 57 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.10
chr3 83822068 83826842 83781063 84003912 cc-ww 159 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.11
chr4 2599172 2630890 2575143 2721604 cc-wc 53 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.12
chr4 3225635 3250784 3183350 3279166 wc-cc 60 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.13
chr4 86860191 86889106 86837501 87265345 cc-wc 55 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.14
chr4 87750016 87787034 87447101 87824375 wc-cc 55 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.15
chr4 153246071 153288190 153218122 153312053 cc-wc 67 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.16
chr4 153953904 153993985 153755130 154027379 wc-cc 67 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.17
chr4 184713911 184734093 184699342 184784024 cc-wc 64 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.18
chr4 185530582 185541755 185505693 185602761 wc-cc 68 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.19
chr5 149875796 149914910 149847405 149953009 ww-wc 61 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.20
chr5 150570380 150577844 150527493 150607719 wc-ww 64 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.21
chr5 170086195 170166795 170042532 170279923 ww-wc 42 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.22
chr5 170561338 170589251 170348948 170607450 wc-ww 40 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.23
chr5 179462392 179539591 179410624 179565768 ww-wc 62 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.24
chr5 180142531 180145691 179837193 180159610 wc-ww 61 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.25
chr6 6398952 6451688 6390871 6496151 cc-wc 62 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.26
chr6 6985931 7013059 6824812 7034957 wc-cc 50 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.27
chr6 30318225 30437046 30246937 30452114 cc-wc 49 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.28
chr6 32013346 32075677 31943943 32124216 wc-cc 67 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.29
chr6 33222109 33226692 33195887 33339064 cc-wc 69 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.30
chr6 33834853 33837335 33697614 33864010 wc-cc 74 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.31
chr6 34641507 34693511 34600248 34768988 cc-wc 60 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.32
chr6 35755433 35756696 35735096 35790730 wc-cc 55 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.33
chr6 36825315 36828375 36799062 36905375 cc-wc 76 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.34
chr6 37386612 37407087 37341846 37429765 wc-cc 73 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.35
chr6 42867528 42883992 42836246 42915888 cc-wc 50 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.36
chr6 44431522 44459783 44342955 44468192 wc-cc 56 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.37
chr7 5352327 5390121 5308334 5533653 cc-wc 62 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.38
chr7 5906940 6013808 5869315 6036778 wc-cc 54 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.39
chr7 44735346 44740542 44684793 44766958 cc-wc 72 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.40
chr7 45276613 45291926 45265932 45350863 wc-cc 67 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.41
chr7 57496546 57589062 57457407 57656043 cc-wc 57 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.42
chr7 62280713 62296152 62214439 62317636 wc-cc 57 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.43
chr7 66628835 66661488 66596175 66682765 cc-wc 59 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.44
chr7 66996322 67023476 66958900 67056164 wc-cc 55 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.45
chr8 102578115 102583511 102512242 102591825 wc-cc 103 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.46
chr8 129253407 129257953 129234779 129270209 cc-wc 66 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.47
chr8 129378255 129394810 129267563 129814212 wc-cc 61 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.48
chr8 143161748 143184120 143151384 143300085 cc-wc 62 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.49
chr8 143236398 143259227 92674685 143595214 wc-cc 55 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.50
chr8 143992625 144001143 143974082 144031091 cc-wc 56 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.51
chr8 144470283 144477834 144446286 144538324 wc-cc 61 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.52
chr9 130796190 130809308 130737336 130861628 ww-wc 98 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.53
chr9 131311300 131319365 131300764 131440520 wc-cc 74 zeid_WT_UV300s_hoechst3_cluster13_well11_S403_.trimmed.mdup.bam.RData.54
